row_id,microbusiness_density
17025_2020-02-01,1.7655572
17025_2020-03-01,1.7848529
17025_2020-04-01,1.7848529
17025_2020-05-01,1.8523878
17025_2020-06-01,1.8234442
17025_2020-07-01,1.8137964
17025_2020-08-01,1.8137964
17025_2020-09-01,1.8041486
17025_2020-10-01,1.8330921
17025_2020-11-01,1.8427399
17025_2020-12-01,1.8234442
17025_2021-01-01,1.8500487
17025_2021-02-01,1.8208374
17025_2021-03-01,1.781889
17025_2021-04-01,1.8013632
17025_2021-05-01,1.8111002
17025_2021-06-01,1.7916261
17025_2021-07-01,1.781889
17025_2021-08-01,1.8111002
17025_2021-09-01,1.8013632
17025_2021-10-01,1.7916261
17025_2021-11-01,1.7916261
17025_2021-12-01,1.781889
17025_2022-01-01,1.7939417
17025_2022-02-01,1.8233507
17025_2022-03-01,1.8135477
17025_2022-04-01,1.8331536
17025_2022-05-01,1.7939417
17025_2022-06-01,1.8527595
17025_2022-07-01,1.9213803
17025_2022-08-01,1.8135477
17025_2022-09-01,1.8135477
17025_2022-10-01,1.7939417
17027_2019-08-01,2.1350629
17027_2019-09-01,2.1620891
17027_2019-10-01,2.158711
17027_2019-11-01,2.1722238
17027_2019-12-01,2.1519544
17027_2020-01-01,2.1494129
17027_2020-02-01,2.1325414
17027_2020-03-01,2.1122959
17027_2020-04-01,2.1021731
17027_2020-05-01,2.1392901
17027_2020-06-01,2.1055472
17027_2020-07-01,2.1291673
17027_2020-08-01,2.1291673
17027_2020-09-01,2.1797814
17027_2020-10-01,2.1730328
17027_2020-11-01,2.1325414
17027_2020-12-01,2.1156702
17027_2021-01-01,2.1239295
17027_2021-02-01,2.3026094
17027_2021-03-01,2.3194659
17027_2021-04-01,2.3295798
17027_2021-05-01,2.3262086
17027_2021-06-01,2.3464365
17027_2021-07-01,2.3262086
17027_2021-08-01,2.3396938
17027_2021-09-01,2.3194659
17027_2021-10-01,2.3632932
17027_2021-11-01,2.3835211
17027_2021-12-01,2.3700356
17027_2022-01-01,2.3540139
17027_2022-02-01,2.3337498
17027_2022-03-01,2.3168631
17027_2022-04-01,2.3472593
17027_2022-05-01,2.3269951
17027_2022-06-01,2.3979197
17027_2022-07-01,2.4755986
17027_2022-08-01,2.4418252
17027_2022-09-01,2.4654665
17027_2022-10-01,2.478976
17029_2019-08-01,3.2406225
17029_2019-09-01,3.0504072
17029_2019-10-01,3.0550466
17029_2019-11-01,3.1037602
17029_2019-12-01,3.0828829
17029_2020-01-01,3.1525047
17029_2020-02-01,3.1336274
17029_2020-03-01,3.1312678
17029_2020-04-01,3.1548645
17029_2020-05-01,3.2044172
17029_2020-06-01,3.1949787
17029_2020-07-01,3.1926191
17029_2020-08-01,3.1926191
17029_2020-09-01,3.1902592
17029_2020-10-01,3.2020576
17029_2020-11-01,3.074636
17029_2020-12-01,3.0486798
17029_2021-01-01,3.0500262
17029_2021-02-01,3.2163048
17029_2021-03-01,3.1973016
17029_2021-04-01,3.2258065
17029_2021-05-01,3.2068031
17029_2021-06-01,3.1592951
17029_2021-07-01,3.1117868
17029_2021-08-01,2.9550097
17029_2021-09-01,2.9122524
17029_2021-10-01,2.8884983
17029_2021-11-01,2.9122524
17029_2021-12-01,2.8623688
17029_2022-01-01,2.8525734
17029_2022-02-01,2.8334765
17029_2022-03-01,2.869283
17029_2022-04-01,2.8740571
17029_2022-05-01,2.8668959
17029_2022-06-01,2.900315
17029_2022-07-01,2.9337344
17029_2022-08-01,2.9432828
17029_2022-09-01,2.9385085
17029_2022-10-01,2.950444
17031_2019-08-01,9.469573
17031_2019-09-01,9.0420456
17031_2019-10-01,8.9501095
17031_2019-11-01,8.9705286
17031_2019-12-01,8.9592361
17031_2020-01-01,8.9425726
17031_2020-02-01,8.8213158
17031_2020-03-01,8.7995844
17031_2020-04-01,8.9117842
17031_2020-05-01,8.8981991
17031_2020-06-01,8.900094
17031_2020-07-01,8.9411449
17031_2020-08-01,8.9853697
17031_2020-09-01,8.9894552
17031_2020-10-01,9.015789
17031_2020-11-01,8.9772243
17031_2020-12-01,8.9452543
17031_2021-01-01,8.9216881
17031_2021-02-01,8.4936523
17031_2021-03-01,8.5522728
17031_2021-04-01,8.6126699
17031_2021-05-01,8.6188631
17031_2021-06-01,8.6346283
17031_2021-07-01,8.649703
17031_2021-08-01,8.6712914
17031_2021-09-01,8.613287
17031_2021-10-01,8.629447
17031_2021-11-01,8.6866121
17031_2021-12-01,8.7076826
17031_2022-01-01,8.7289391
17031_2022-02-01,8.7172089
17031_2022-03-01,8.7552948
17031_2022-04-01,8.7577448
17031_2022-05-01,8.6987972
17031_2022-06-01,8.7293844
17031_2022-07-01,8.8770008
17031_2022-08-01,8.8059273
17031_2022-09-01,8.800458
17031_2022-10-01,8.7840509
17033_2019-08-01,2.3296335
17033_2019-09-01,2.1941147
17033_2019-10-01,2.1876614
17033_2019-11-01,2.2134745
17033_2019-12-01,2.1941147
17033_2020-01-01,2.2171354
17033_2020-02-01,2.1517332
17033_2020-03-01,2.1778941
17033_2020-04-01,2.1582735
17033_2020-05-01,2.2171354
17033_2020-06-01,2.2367561
17033_2020-07-01,2.2694571
17033_2020-08-01,2.321779
17033_2020-09-01,2.3479397
17033_2020-10-01,2.3348594
17033_2020-11-01,2.3152387
17033_2020-12-01,2.321779
17033_2021-01-01,2.3078439
17033_2021-02-01,2.0251167
17033_2021-03-01,2.0119667
17033_2021-04-01,2.0119667
17033_2021-05-01,1.9988165
17033_2021-06-01,1.9922414
17033_2021-07-01,1.9856664
17033_2021-08-01,1.9922414
17033_2021-09-01,1.9988165
17033_2021-10-01,1.9988165
17033_2021-11-01,2.0053916
17033_2021-12-01,2.0053916
17033_2022-01-01,1.9993423
17033_2022-02-01,2.0190728
17033_2022-03-01,2.1243012
17033_2022-04-01,2.1177244
17033_2022-05-01,2.0453799
17033_2022-06-01,2.0519567
17033_2022-07-01,2.0585334
17033_2022-08-01,2.0059192
17033_2022-09-01,1.9927655
17033_2022-10-01,1.979612
17035_2019-08-01,1.3540801
17035_2019-09-01,1.3303243
17035_2019-10-01,1.3184464
17035_2019-11-01,1.3422022
17035_2019-12-01,1.3540801
17035_2020-01-01,1.3835878
17035_2020-02-01,1.3716604
17035_2020-03-01,1.3239504
17035_2020-04-01,1.3478054
17035_2020-05-01,1.3478054
17035_2020-06-01,1.3597329
17035_2020-07-01,1.3955153
17035_2020-08-01,1.3955153
17035_2020-09-01,1.3716604
17035_2020-10-01,1.3835878
17035_2020-11-01,1.3955153
17035_2020-12-01,1.3835878
17035_2021-01-01,1.3883902
17035_2021-02-01,1.316577
17035_2021-03-01,1.3405147
17035_2021-04-01,1.3644525
17035_2021-05-01,1.3644525
17035_2021-06-01,1.3644525
17035_2021-07-01,1.3644525
17035_2021-08-01,1.3764213
17035_2021-09-01,1.3883902
17035_2021-10-01,1.4362657
17035_2021-11-01,1.4482346
17035_2021-12-01,1.4482346
17035_2022-01-01,1.459854
17035_2022-02-01,1.459854
17035_2022-03-01,1.447888
17035_2022-04-01,1.4239559
17035_2022-05-01,1.4000239
17035_2022-06-01,1.447888
17035_2022-07-01,1.4957521
17035_2022-08-01,1.4837861
17035_2022-09-01,1.4957521
17035_2022-10-01,1.4957521
17037_2019-08-01,18.187603
17037_2019-09-01,18.827545
17037_2019-10-01,19.067371
17037_2019-11-01,19.423439
17037_2019-12-01,19.786848
17037_2020-01-01,19.71277
17037_2020-02-01,18.264364
17037_2020-03-01,19.210361
17037_2020-04-01,18.949354
17037_2020-05-01,18.669968
17037_2020-06-01,18.318281
17037_2020-07-01,18.10874
17037_2020-08-01,17.846508
17037_2020-09-01,17.574472
17037_2020-10-01,17.328171
17037_2020-11-01,18.405283
17037_2020-12-01,18.168785
17037_2021-01-01,17.830481
17037_2021-02-01,22.610363
17037_2021-03-01,22.91827
17037_2021-04-01,23.290936
17037_2021-05-01,23.441223
17037_2021-06-01,23.754017
17037_2021-07-01,24.036264
17037_2021-08-01,24.465134
17037_2021-09-01,24.709505
17037_2021-10-01,25.045513
17037_2021-11-01,25.165255
17037_2021-12-01,25.309433
17037_2022-01-01,25.270323
17037_2022-02-01,25.29224
17037_2022-03-01,25.403049
17037_2022-04-01,25.345818
17037_2022-05-01,25.226486
17037_2022-06-01,25.393307
17037_2022-07-01,25.965612
17037_2022-08-01,26.016756
17037_2022-09-01,25.892553
17037_2022-10-01,25.694073
17039_2019-08-01,1.821061
17039_2019-09-01,1.7498021
17039_2019-10-01,1.7498021
17039_2019-11-01,1.7577198
17039_2019-12-01,1.7498021
17039_2020-01-01,1.7857143
17039_2020-02-01,1.7458546
17039_2020-03-01,1.7299107
17039_2020-04-01,1.7378826
17039_2020-05-01,1.7378826
17039_2020-06-01,1.7617985
17039_2020-07-01,1.7538265
17039_2020-08-01,1.7458546
17039_2020-09-01,1.7059948
17039_2020-10-01,1.7299107
17039_2020-11-01,1.7139668
17039_2020-12-01,1.7219387
17039_2021-01-01,1.6734726
17039_2021-02-01,1.8336136
17039_2021-03-01,1.8256066
17039_2021-04-01,1.7855713
17039_2021-05-01,1.7615502
17039_2021-06-01,1.7775643
17039_2021-07-01,1.7775643
17039_2021-08-01,1.7775643
17039_2021-09-01,1.7615502
17039_2021-10-01,1.7695572
17039_2021-11-01,1.8095925
17039_2021-12-01,1.7695572
17039_2022-01-01,1.7743773
17039_2022-02-01,1.7336806
17039_2022-03-01,1.766238
17039_2022-04-01,1.7906561
17039_2022-05-01,1.7987953
17039_2022-06-01,1.8394921
17039_2022-07-01,1.9371643
17039_2022-08-01,1.9290249
17039_2022-09-01,1.9778609
17039_2022-10-01,1.9453036
17041_2019-08-01,2.6924894
17041_2019-09-01,2.6317565
17041_2019-10-01,2.5845199
17041_2019-11-01,2.5845199
17041_2019-12-01,2.6115122
17041_2020-01-01,2.6092849
17041_2020-02-01,2.5618434
17041_2020-03-01,2.5889528
17041_2020-04-01,2.5550661
17041_2020-05-01,2.5415113
17041_2020-06-01,2.6025076
17041_2020-07-01,2.6092849
17041_2020-08-01,2.5821755
17041_2020-09-01,2.5279567
17041_2020-10-01,2.5144019
17041_2020-11-01,2.5482888
17041_2020-12-01,2.5550661
17041_2021-01-01,2.5152957
17041_2021-02-01,2.5696805
17041_2021-03-01,2.5628824
17041_2021-04-01,2.5900748
17041_2021-05-01,2.5696805
17041_2021-06-01,2.5900748
17041_2021-07-01,2.5628824
17041_2021-08-01,2.5832767
17041_2021-09-01,2.6172671
17041_2021-10-01,2.6308634
17041_2021-11-01,2.6444595
17041_2021-12-01,2.6376615
17041_2022-01-01,2.6473391
17041_2022-02-01,2.633728
17041_2022-03-01,2.674561
17041_2022-04-01,2.7085886
17041_2022-05-01,2.6677556
17041_2022-06-01,2.6881721
17041_2022-07-01,2.7630324
17041_2022-08-01,2.715394
17041_2022-09-01,2.7221994
17041_2022-10-01,2.7358105
17043_2019-08-01,10.567264
17043_2019-09-01,10.462111
17043_2019-10-01,10.400167
17043_2019-11-01,10.410375
17043_2019-12-01,10.366608
17043_2020-01-01,10.332571
17043_2020-02-01,10.203119
17043_2020-03-01,10.955279
17043_2020-04-01,11.104958
17043_2020-05-01,11.061714
17043_2020-06-01,11.054879
17043_2020-07-01,11.085289
17043_2020-08-01,11.191724
17043_2020-09-01,11.145969
17043_2020-10-01,11.166196
17043_2020-11-01,11.121558
17043_2020-12-01,11.17624
17043_2021-01-01,11.141177
17043_2021-02-01,10.086858
17043_2021-03-01,10.159983
17043_2021-04-01,10.140725
17043_2021-05-01,10.136398
17043_2021-06-01,10.132212
17043_2021-07-01,10.178124
17043_2021-08-01,10.213013
17043_2021-09-01,10.235202
17043_2021-10-01,10.264508
17043_2021-11-01,10.34182
17043_2021-12-01,10.391361
17043_2022-01-01,10.429357
17043_2022-02-01,10.397364
17043_2022-03-01,10.504381
17043_2022-04-01,10.65429
17043_2022-05-01,10.612517
17043_2022-06-01,10.676784
17043_2022-07-01,10.826134
17043_2022-08-01,10.773743
17043_2022-09-01,10.797493
17043_2022-10-01,10.813839
17045_2019-08-01,1.5468739
17045_2019-09-01,1.4605367
17045_2019-10-01,1.4605367
17045_2019-11-01,1.453342
17045_2019-12-01,1.4317577
17045_2020-01-01,1.4177762
17045_2020-02-01,1.4321698
17045_2020-03-01,1.4321698
17045_2020-04-01,1.4321698
17045_2020-05-01,1.424973
17045_2020-06-01,1.4465635
17045_2020-07-01,1.4609572
17045_2020-08-01,1.4609572
17045_2020-09-01,1.4609572
17045_2020-10-01,1.4393667
17045_2020-11-01,1.4465635
17045_2020-12-01,1.4321698
17045_2021-01-01,1.4411298
17045_2021-02-01,1.4843638
17045_2021-03-01,1.4771581
17045_2021-04-01,1.4627467
17045_2021-05-01,1.4627467
17045_2021-06-01,1.4483355
17045_2021-07-01,1.4195129
17045_2021-08-01,1.4195129
17045_2021-09-01,1.4483355
17045_2021-10-01,1.4627467
17045_2021-11-01,1.4555411
17045_2021-12-01,1.4339242
17045_2022-01-01,1.4150603
17045_2022-02-01,1.4150603
17045_2022-03-01,1.4150603
17045_2022-04-01,1.42228
17045_2022-05-01,1.4150603
17045_2022-06-01,1.4150603
17045_2022-07-01,1.4294996
17045_2022-08-01,1.4150603
17045_2022-09-01,1.3861815
17045_2022-10-01,1.3645225
17047_2019-08-01,0.73383576
17047_2019-09-01,0.69416898
17047_2019-10-01,0.65450215
17047_2019-11-01,0.63466877
17047_2019-12-01,0.63466877
17047_2020-01-01,0.64102566
17047_2020-02-01,0.60096157
17047_2020-03-01,0.64102566
17047_2020-04-01,0.70112181
17047_2020-05-01,0.72115386
17047_2020-06-01,0.68108976
17047_2020-07-01,0.72115386
17047_2020-08-01,0.72115386
17047_2020-09-01,0.78125
17047_2020-10-01,0.78125
17047_2020-11-01,0.78125
17047_2020-12-01,0.76121795
17047_2021-01-01,0.76674736
17047_2021-02-01,0.66585958
17047_2021-03-01,0.66585958
17047_2021-04-01,0.66585958
17047_2021-05-01,0.64568198
17047_2021-06-01,0.64568198
17047_2021-07-01,0.64568198
17047_2021-08-01,0.66585958
17047_2021-09-01,0.66585958
17047_2021-10-01,0.66585958
17047_2021-11-01,0.66585958
17047_2021-12-01,0.66585958
17047_2022-01-01,0.66572523
17047_2022-02-01,0.66572523
17047_2022-03-01,0.66572523
17047_2022-04-01,0.68589872
17047_2022-05-01,0.7262457
17047_2022-06-01,0.70607221
17047_2022-07-01,0.7262457
17047_2022-08-01,0.68589872
17047_2022-09-01,0.68589872
17047_2022-10-01,0.70607221
17049_2019-08-01,9.3380566
17049_2019-09-01,9.4612808
17049_2019-10-01,9.4420271
17049_2019-11-01,9.4035196
17049_2019-12-01,9.4189224
17049_2020-01-01,9.3800287
17049_2020-02-01,9.0198479
17049_2020-03-01,9.4106827
17049_2020-04-01,9.4528313
17049_2020-05-01,9.4145145
17049_2020-06-01,9.4068508
17049_2020-07-01,9.4451685
17049_2020-08-01,9.5754461
17049_2020-09-01,9.5064754
17049_2020-10-01,9.5026436
17049_2020-11-01,9.5103073
17049_2020-12-01,9.4988117
17049_2021-01-01,9.476635
17049_2021-02-01,9.3422413
17049_2021-03-01,9.38064
17049_2021-04-01,9.476635
17049_2021-05-01,9.557271
17049_2021-06-01,9.5879889
17049_2021-07-01,9.6609449
17049_2021-08-01,9.7454214
17049_2021-09-01,9.733902
17049_2021-10-01,9.8452559
17049_2021-11-01,9.9412508
17049_2021-12-01,10.033406
17049_2022-01-01,10.077757
17049_2022-02-01,10.188838
17049_2022-03-01,10.491439
17049_2022-04-01,10.725093
17049_2022-05-01,10.740415
17049_2022-06-01,11.134945
17049_2022-07-01,11.326464
17049_2022-08-01,11.456697
17049_2022-09-01,11.629065
17049_2022-10-01,11.793772
17051_2019-08-01,1.4863702
17051_2019-09-01,1.4175036
17051_2019-10-01,1.3715925
17051_2019-11-01,1.3773314
17051_2019-12-01,1.3830703
17051_2020-01-01,1.3544936
17051_2020-02-01,1.3544936
17051_2020-03-01,1.3428671
17051_2020-04-01,1.3661202
17051_2020-05-01,1.3951867
17051_2020-06-01,1.3893733
17051_2020-07-01,1.3893733
17051_2020-08-01,1.3661202
17051_2020-09-01,1.3486804
17051_2020-10-01,1.360307
17051_2020-11-01,1.3486804
17051_2020-12-01,1.4707593
17051_2021-01-01,1.5019578
17051_2021-02-01,1.4026065
17051_2021-03-01,1.4084507
17051_2021-04-01,1.4084507
17051_2021-05-01,1.3909181
17051_2021-06-01,1.3850739
17051_2021-07-01,1.3909181
17051_2021-08-01,1.4084507
17051_2021-09-01,1.4201391
17051_2021-10-01,1.4318274
17051_2021-11-01,1.4318274
17051_2021-12-01,1.4318274
17051_2022-01-01,1.4301689
17051_2022-02-01,1.4301689
17051_2022-03-01,1.4301689
17051_2022-04-01,1.4360543
17051_2022-05-01,1.4007416
17051_2022-06-01,1.4007416
17051_2022-07-01,1.4066271
17051_2022-08-01,1.3889706
17051_2022-09-01,1.3713142
17051_2022-10-01,1.3713142
17053_2019-08-01,2.3040586
17053_2019-09-01,2.1305311
17053_2019-10-01,2.1305311
17053_2019-11-01,2.0919695
17053_2019-12-01,2.0919695
17053_2020-01-01,2.1381578
17053_2020-02-01,2.0897832
17053_2020-03-01,2.1478329
17053_2020-04-01,2.1381578
17053_2020-05-01,2.0897832
17053_2020-06-01,2.0897832
17053_2020-07-01,2.1284831
17053_2020-08-01,2.0801084
17053_2020-09-01,2.1091332
17053_2020-10-01,2.1768575
17053_2020-11-01,2.1962075
17053_2020-12-01,2.1962075
17053_2021-01-01,2.1749732
17053_2021-02-01,2.0384278
17053_2021-03-01,2.0481811
17053_2021-04-01,2.0579343
17053_2021-05-01,2.0579343
17053_2021-06-01,2.0676875
17053_2021-07-01,2.087194
17053_2021-08-01,2.1262069
17053_2021-09-01,2.1067004
17053_2021-10-01,2.1164536
17053_2021-11-01,2.087194
17053_2021-12-01,2.1067004
17053_2022-01-01,2.1414537
17053_2022-02-01,2.1512771
17053_2022-03-01,2.1709235
17053_2022-04-01,2.1807466
17053_2022-05-01,2.1512771
17053_2022-06-01,2.1611001
17053_2022-07-01,2.2200394
17053_2022-08-01,2.1807466
17053_2022-09-01,2.2298625
17053_2022-10-01,2.2495089
17055_2019-08-01,2.2068198
17055_2019-09-01,2.3049009
17055_2019-10-01,2.3016315
17055_2019-11-01,2.3212476
17055_2019-12-01,2.3212476
17055_2020-01-01,2.3360493
17055_2020-02-01,2.2769089
17055_2020-03-01,2.2571955
17055_2020-04-01,2.2571955
17055_2020-05-01,2.2440531
17055_2020-06-01,2.2374818
17055_2020-07-01,2.2341964
17055_2020-08-01,2.2079117
17055_2020-09-01,2.2111974
17055_2020-10-01,2.181627
17055_2020-11-01,2.1750557
17055_2020-12-01,2.158628
17055_2021-01-01,2.1415608
17055_2021-02-01,2.0689654
17055_2021-03-01,2.0821648
17055_2021-04-01,2.1151626
17055_2021-05-01,2.1052632
17055_2021-06-01,2.0887642
17055_2021-07-01,2.0689654
17055_2021-08-01,2.0491669
17055_2021-09-01,2.0095694
17055_2021-10-01,2.0227685
17055_2021-11-01,2.0194688
17055_2021-12-01,2.0095694
17055_2022-01-01,1.9897858
17055_2022-02-01,1.9897858
17055_2022-03-01,2.0925913
17055_2022-04-01,2.1025403
17055_2022-05-01,2.0959077
17055_2022-06-01,2.0859587
17055_2022-07-01,2.1589177
17055_2022-08-01,2.1489687
17055_2022-09-01,2.1589177
17055_2022-10-01,2.1622338
17057_2019-08-01,1.4240727
17057_2019-09-01,1.3331001
17057_2019-10-01,1.3156053
17057_2019-11-01,1.3435969
17057_2019-12-01,1.3261021
17057_2020-01-01,1.3199689
17057_2020-02-01,1.3234982
17057_2020-03-01,1.298793
17057_2020-04-01,1.3270276
17057_2020-05-01,1.298793
17057_2020-06-01,1.2952636
17057_2020-07-01,1.2952636
17057_2020-08-01,1.2811463
17057_2020-09-01,1.2634997
17057_2020-10-01,1.2493824
17057_2020-11-01,1.2317357
17057_2020-12-01,1.1787958
17057_2021-01-01,1.2193388
17057_2021-02-01,1.1517953
17057_2021-03-01,1.1802347
17057_2021-04-01,1.1731248
17057_2021-05-01,1.1837895
17057_2021-06-01,1.1980093
17057_2021-07-01,1.1944543
17057_2021-08-01,1.2015642
17057_2021-09-01,1.2015642
17057_2021-10-01,1.2371134
17057_2021-11-01,1.2477782
17057_2021-12-01,1.2513331
17057_2022-01-01,1.2644132
17057_2022-02-01,1.2823737
17057_2022-03-01,1.2715974
17057_2022-04-01,1.2644132
17057_2022-05-01,1.2572291
17057_2022-06-01,1.2823737
17057_2022-07-01,1.3075182
17057_2022-08-01,1.296742
17057_2022-09-01,1.3003341
17057_2022-10-01,1.3075182
17059_2019-08-01,2.0975609
17059_2019-09-01,2.3414633
17059_2019-10-01,2.0731707
17059_2019-11-01,1.8780488
17059_2019-12-01,1.902439
17059_2020-01-01,1.5900196
17059_2020-02-01,1.5655577
17059_2020-03-01,1.7857143
17059_2020-04-01,1.7857143
17059_2020-05-01,1.7123288
17059_2020-06-01,1.6878669
17059_2020-07-01,1.7367907
17059_2020-08-01,1.4677104
17059_2020-09-01,1.5410959
17059_2020-10-01,1.5410959
17059_2020-11-01,1.4921722
17059_2020-12-01,1.4921722
17059_2021-01-01,1.4903129
17059_2021-02-01,1.3661202
17059_2021-03-01,1.4654744
17059_2021-04-01,1.3909588
17059_2021-05-01,1.3661202
17059_2021-06-01,1.4157974
17059_2021-07-01,1.4157974
17059_2021-08-01,1.4157974
17059_2021-09-01,1.4406359
17059_2021-10-01,1.4406359
17059_2021-11-01,1.4406359
17059_2021-12-01,1.4157974
17059_2022-01-01,1.5494031
17059_2022-02-01,1.524003
17059_2022-03-01,1.524003
17059_2022-04-01,1.5748031
17059_2022-05-01,1.5748031
17059_2022-06-01,1.5748031
17059_2022-07-01,1.7018034
17059_2022-08-01,1.7018034
17059_2022-09-01,1.7272035
17059_2022-10-01,1.7272035
17061_2019-08-01,1.102483
17061_2019-09-01,1.198351
17061_2019-10-01,1.2462851
17061_2019-11-01,1.3229796
17061_2019-12-01,1.3229796
17061_2020-01-01,1.3318003
17061_2020-02-01,1.3605442
17061_2020-03-01,1.3605442
17061_2020-04-01,1.4084507
17061_2020-05-01,1.3892881
17061_2020-06-01,1.4180321
17061_2020-07-01,1.4467759
17061_2020-08-01,1.4467759
17061_2020-09-01,1.4371946
17061_2020-10-01,1.4371946
17061_2020-11-01,1.4371946
17061_2020-12-01,1.3605442
17061_2021-01-01,1.3746035
17061_2021-02-01,1.1823512
17061_2021-03-01,1.1535134
17061_2021-04-01,1.1535134
17061_2021-05-01,1.1535134
17061_2021-06-01,1.1727387
17061_2021-07-01,1.1439008
17061_2021-08-01,1.1535134
17061_2021-09-01,1.1342882
17061_2021-10-01,1.1439008
17061_2021-11-01,1.1535134
17061_2021-12-01,1.163126
17061_2022-01-01,1.1787628
17061_2022-02-01,1.1592791
17061_2022-03-01,1.1495372
17061_2022-04-01,1.1300536
17061_2022-05-01,1.1203117
17061_2022-06-01,1.1203117
17061_2022-07-01,1.1592791
17061_2022-08-01,1.1592791
17061_2022-09-01,1.1787628
17061_2022-10-01,1.1690209
17063_2019-08-01,7.6006641
17063_2019-09-01,3.8793104
17063_2019-10-01,7.6756263
17063_2019-11-01,3.8525381
17063_2019-12-01,3.8578925
17063_2020-01-01,3.8405237
17063_2020-02-01,3.7500334
17063_2020-03-01,3.8618157
17063_2020-04-01,3.8511698
17063_2020-05-01,3.8325393
17063_2020-06-01,3.8511698
17063_2020-07-01,4.0348125
17063_2020-08-01,4.3462062
17063_2020-09-01,4.4313736
17063_2020-10-01,3.989567
17063_2020-11-01,3.9602907
17063_2020-12-01,3.9762595
17063_2021-01-01,3.4669843
17063_2021-02-01,3.3664153
17063_2021-03-01,3.3743548
17063_2021-04-01,3.4061136
17063_2021-05-01,3.4219928
17063_2021-06-01,3.4087601
17063_2021-07-01,3.4034669
17063_2021-08-01,3.4061136
17063_2021-09-01,3.3928807
17063_2021-10-01,3.379648
17063_2021-11-01,3.4193463
17063_2021-12-01,3.4934497
17063_2022-01-01,3.4939442
17063_2022-02-01,3.4491837
17063_2022-03-01,3.3780937
17063_2022-04-01,3.3728278
17063_2022-05-01,3.3438652
17063_2022-06-01,3.3438652
17063_2022-07-01,3.3754609
17063_2022-08-01,3.3807268
17063_2022-09-01,3.3912585
17063_2022-10-01,3.3912585
17065_2019-08-01,1.1995637
17065_2019-09-01,1.183985
17065_2019-10-01,1.1684062
17065_2019-11-01,1.1372488
17065_2019-12-01,1.12167
17065_2020-01-01,1.1098952
17065_2020-02-01,1.1255276
17065_2020-03-01,1.1255276
17065_2020-04-01,1.1255276
17065_2020-05-01,1.1880569
17065_2020-06-01,1.2036892
17065_2020-07-01,1.1880569
17065_2020-08-01,1.3287479
17065_2020-09-01,1.3443801
17065_2020-10-01,1.3131155
17065_2020-11-01,1.3131155
17065_2020-12-01,1.3443801
17065_2021-01-01,1.3356379
17065_2021-02-01,1.2727845
17065_2021-03-01,1.3199246
17065_2021-04-01,1.3199246
17065_2021-05-01,1.2727845
17065_2021-06-01,1.2727845
17065_2021-07-01,1.2727845
17065_2021-08-01,1.3042111
17065_2021-09-01,1.2884978
17065_2021-10-01,1.2884978
17065_2021-11-01,1.3356379
17065_2021-12-01,1.3356379
17065_2022-01-01,1.3304117
17065_2022-02-01,1.3930192
17065_2022-03-01,1.6591016
17065_2022-04-01,1.6121459
17065_2022-05-01,1.6121459
17065_2022-06-01,1.580842
17065_2022-07-01,1.580842
17065_2022-08-01,1.6121459
17065_2022-09-01,1.596494
17065_2022-10-01,1.6434497
17067_2019-08-01,3.4006524
17067_2019-09-01,3.3728919
17067_2019-10-01,3.3173711
17067_2019-11-01,3.3590117
17067_2019-12-01,3.3381915
17067_2020-01-01,3.2665596
17067_2020-02-01,3.2037411
17067_2020-03-01,3.1967614
17067_2020-04-01,3.2944789
17067_2020-05-01,3.2805192
17067_2020-06-01,3.2735395
17067_2020-07-01,3.2874992
17067_2020-08-01,3.2037411
17067_2020-09-01,3.1479025
17067_2020-10-01,3.0711246
17067_2020-11-01,3.0571649
17067_2020-12-01,3.0711246
17067_2021-01-01,3.0860283
17067_2021-02-01,3.0789826
17067_2021-03-01,3.0648911
17067_2021-04-01,3.0930741
17067_2021-05-01,3.0296626
17067_2021-06-01,2.9521594
17067_2021-07-01,2.9944339
17067_2021-08-01,2.9732966
17067_2021-09-01,2.9662509
17067_2021-10-01,2.9239767
17067_2021-11-01,3.0014796
17067_2021-12-01,2.9873881
17067_2022-01-01,3.2377167
17067_2022-02-01,3.2306163
17067_2022-03-01,3.1738143
17067_2022-04-01,3.1383131
17067_2022-05-01,3.0531099
17067_2022-06-01,3.0602102
17067_2022-07-01,3.0957115
17067_2022-08-01,2.9963078
17067_2022-09-01,2.861403
17067_2022-10-01,2.8330021
17069_2019-08-01,2.8238719
17069_2019-09-01,2.7365355
17069_2019-10-01,2.7074237
17069_2019-11-01,2.3580787
17069_2019-12-01,2.2125182
17069_2020-01-01,2.3319201
17069_2020-02-01,2.3016353
17069_2020-03-01,2.3319201
17069_2020-04-01,2.3016353
17069_2020-05-01,2.2713506
17069_2020-06-01,2.2713506
17069_2020-07-01,2.2713506
17069_2020-08-01,2.2713506
17069_2020-09-01,2.2713506
17069_2020-10-01,2.2713506
17069_2020-11-01,2.241066
17069_2020-12-01,2.241066
17069_2021-01-01,2.2678516
17069_2021-02-01,1.9613853
17069_2021-03-01,1.9613853
17069_2021-04-01,1.9000919
17069_2021-05-01,1.9000919
17069_2021-06-01,1.7775054
17069_2021-07-01,1.7775054
17069_2021-08-01,1.7775054
17069_2021-09-01,1.7775054
17069_2021-10-01,1.7775054
17069_2021-11-01,1.7775054
17069_2021-12-01,1.7775054
17069_2022-01-01,1.7669961
17069_2022-02-01,1.7669961
